tick,aep_active,aep_hyperactive,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory,condition
166.0,17.8,32.2,285.1333333333333,290.3333333333333,3.533333333333333,2.1333333333333333,41.333333333333336,2333355.6,1383.6,44.0,6.0,202.6,7.133333333333334,90.26666666666667,156.86666666666667,9.0,158.06666666666666,6.6,90.66666666666667,88.46666666666667,mixed
167.0,17.733333333333334,32.266666666666666,285.53333333333336,291.53333333333336,3.533333333333333,2.2,41.6,2147190.066666667,1440.6666666666667,43.666666666666664,6.333333333333333,202.53333333333333,6.6,90.86666666666666,150.93333333333334,10.866666666666667,155.86666666666667,7.8,94.33333333333333,91.13333333333334,mixed
168.0,17.733333333333334,32.266666666666666,287.53333333333336,292.46666666666664,3.533333333333333,2.2,41.6,1993288.4666666666,1508.4666666666667,43.4,6.6,202.2,6.466666666666667,91.33333333333333,154.0,10.866666666666667,157.8,7.933333333333334,97.33333333333333,94.73333333333333,mixed
169.0,17.733333333333334,32.266666666666666,288.6,294.06666666666666,3.533333333333333,2.2,42.06666666666667,1864197.2666666666,1570.3333333333333,43.4,6.6,202.13333333333333,5.866666666666666,92.0,155.73333333333332,11.0,159.33333333333334,8.0,100.86666666666666,97.8,mixed
170.0,17.733333333333334,32.266666666666666,289.53333333333336,295.0,3.533333333333333,2.2,42.06666666666667,1698778.8,1641.8666666666666,43.06666666666667,6.933333333333334,201.86666666666667,5.866666666666666,92.26666666666667,157.26666666666668,11.133333333333333,162.4,8.0,104.73333333333333,100.86666666666666,mixed
171.0,17.333333333333332,32.666666666666664,289.8666666666667,295.8,3.8,2.3333333333333335,42.06666666666667,1593863.6666666667,1721.0666666666666,42.8,7.2,201.73333333333332,5.733333333333333,92.53333333333333,159.26666666666668,11.2,164.26666666666668,8.2,108.53333333333333,104.26666666666667,mixed
172.0,17.333333333333332,32.666666666666664,291.6,295.8666666666667,3.8,2.533333333333333,42.06666666666667,1462817.0666666667,1841.6,42.53333333333333,7.466666666666667,201.6,5.466666666666667,92.93333333333334,153.4,12.866666666666667,159.46666666666667,9.866666666666667,112.06666666666666,108.2,mixed
173.0,17.2,32.8,292.53333333333336,296.6666666666667,3.8,2.533333333333333,42.266666666666666,1343772.2,1959.2,42.266666666666666,7.733333333333333,201.46666666666667,5.2,93.33333333333333,155.53333333333333,12.866666666666667,160.93333333333334,10.0,116.13333333333334,111.86666666666666,mixed
174.0,17.2,32.8,294.1333333333333,298.1333333333333,3.8,2.466666666666667,42.266666666666666,1252951.1333333333,2110.4,42.46666666666667,7.533333333333333,201.4,5.0,93.6,157.4,12.8,162.6,10.2,120.0,115.53333333333333,mixed
175.0,17.0,33.0,295.46666666666664,299.8666666666667,3.8,2.466666666666667,42.6,1164773.0,2262.8,42.46666666666667,7.533333333333333,201.2,4.866666666666666,93.93333333333334,158.53333333333333,12.866666666666667,165.06666666666666,10.333333333333334,123.33333333333333,119.73333333333333,mixed
176.0,17.0,33.0,296.46666666666664,300.53333333333336,3.933333333333333,2.533333333333333,42.6,1054815.9333333333,2443.4,42.4,7.6,201.13333333333333,4.533333333333333,94.33333333333333,159.8,13.0,166.66666666666666,10.466666666666667,126.4,124.26666666666667,mixed
177.0,16.666666666666668,33.333333333333336,296.73333333333335,300.6,4.133333333333334,2.7333333333333334,42.6,970421.1333333333,2608.0666666666666,42.266666666666666,7.733333333333333,201.13333333333333,4.266666666666667,94.6,155.46666666666667,14.266666666666667,158.2,12.6,130.53333333333333,127.86666666666666,mixed
